SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/1999by/FAST phase-band : -1.85B,0.28465766,0.47316417,0.022,-0.8,-1.85,B,0.5391214,0.46087858,3.679655,0.009268653
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 99aa-like/1999aa/LRIS phase-band : 285.0B,0.024509864,0.8357575,0.042,0.8,285.0,B,0.019438948,0.9805611,3.5793204,0.009272851
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2007sr/BC-duPont phase-band : 20.0B,0.07074009,0.8192732,0.001,1.4,20.0,B,0.034248628,0.96575135,3.573539,0.009281919
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2012cg/KAST phase-band : -5.5B,0.5235296,0.0067054396,0.027,-0.4,-5.5,B,0.99281055,0.007189439,3.6886659,0.00929135
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,SLSN-I/2017egm/SPRAT phase-band : -10.67B,0.23786488,0.44991097,0.06,-2.0,-10.67,B,0.7019974,0.29800263,3.5695717,0.00929576
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,SLSN-I/2015bn/SPRAT phase-band : -16.66B,0.3508701,0.3545798,0.138,-2.0,-16.66,B,0.7863259,0.21367413,3.5962675,0.009316755
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,super_chandra/2009dc/CAFOS phase-band : 8.0B,0.20536874,0.30515888,0.013,-2.0,8.0,B,0.8036929,0.19630711,3.6995392,0.009318738
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,SLSN-I/2017egm/SPRAT phase-band : -5.69B,0.24621935,0.4239247,0.057,-2.0,-5.69,B,0.7270304,0.2729696,3.5933836,0.009333463
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-pec/2013bh/HET-LRS phase-band : 19.0V,0.00554787,0.8424672,0.051,-1.8,19.0,V,0.037183065,0.96281695,3.6030047,0.009334209
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/iPTF14atg/ALFOSC phase-band : -5.12B,0.7386294,0.0035575496,0.017,-0.8,-5.12,B,0.9971031,0.0028969015,3.709674,0.009344267
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/2016ije/YFOSC phase-band : u-,0.3705227,0.20286769,0.023,-1.8,u,-,0.875151,0.12484904,3.7108297,0.009347178
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2017erp/KAST phase-band : -4.69B,0.48785067,0.14319403,0.027,0.0,-4.69,B,0.8226165,0.17738347,3.7125528,0.009351519
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91T-like/1991T/UV-Schmidt phase-band : 112.0B,0.008176917,0.8409148,0.053,-1.0,112.0,B,0.028647799,0.9713522,3.6128712,0.00935977
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,0.7145695,0.4249419,0.15,1.2,6.0,B,0.3764632,0.6235368,3.6072032,0.009369359
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-02cx like/2010ae/X-Shooter phase-band : -1.0B,0.2110309,0.3152069,0.004,1.4,-1.0,B,0.50124085,0.49875918,3.7199028,0.009370032
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/2005bl/WFCCD phase-band : -3.87B,0.6129602,0.49862793,0.026,1.2,-3.87,B,0.31850228,0.68149775,3.725581,0.009384334
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-I/2017egm/AFOSC phase-band : 27.27B,0.51057976,0.038772583,0.02,-1.4,27.27,B,0.97466105,0.025338959,3.7263575,0.009386291
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II-flash/iPTF15crj_early/GMOS phase-band : u-,0.42047054,0.49854034,0.104,0.8,u,-,0.33404502,0.665955,3.6232634,0.009386693
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,SLSN-II/2008es/HET-LRS phase-band : -13.0B,0.6997654,0.047024094,0.057,-1.2,-13.0,B,0.9703582,0.029641796,3.7001252,0.009391181
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2013dy/STIS phase-band : 0.0B,0.12208503,0.45670742,0.024,-2.0,0.0,B,0.67009443,0.32990554,3.7347765,0.009407498
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-02cx like/2005hk/LRIS phase-band : -4.57B,0.44699278,0.023115173,0.013,-2.0,-4.57,B,0.9882482,0.011751746,3.7380881,0.009415839
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/2005bl/WFCCD phase-band : -6.87B,0.3542958,0.5066659,0.027,-0.4,-6.87,B,0.46064448,0.5393555,3.7392693,0.009418814
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-pec/2013bh/HET-LRS phase-band : 13.0V,0.026048232,0.7445578,0.054,-2.0,13.0,V,0.24837828,0.7516217,3.644005,0.009440428
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,super_chandra/2012dn/KAST phase-band : -13.61B,0.35211408,0.1450088,0.028,-1.6,-13.61,B,0.9051797,0.09482031,3.7480288,0.009440878
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91T-like/2017pp/ALFOSC phase-band : 0.26B,0.19290346,0.39755118,0.022,-2.0,0.26,B,0.7275106,0.2724894,3.7491343,0.009443663
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91T-like/1991T/Other phase-band : -13.0B,0.53202343,0.10450602,0.024,-1.4,-13.0,B,0.92969626,0.07030376,3.751122,0.00944867
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,Ic/2019bkc/Goodman phase-band : 0.37g,0.90388983,0.3515331,0.101,0.8,0.37,g,0.5584401,0.44155994,3.6475499,0.009449611
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/1994D/KAST phase-band : -2.8B,0.28489265,0.1239176,0.027,-2.0,-2.8,B,0.9260359,0.073964134,3.7521129,0.009451166
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2012ht/AFOSC phase-band : -12.15B,0.5376596,0.030258344,0.035,-1.8,-12.15,B,0.98456264,0.015437369,3.7534056,0.009454422
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/2016fnl/DBSP phase-band : -1.04g,0.5528865,0.5853845,0.1,2.0,-1.04,g,0.16938318,0.83061683,3.652091,0.009461376
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/2002es/KAST phase-band : 2.0B,0.5661687,0.46649304,0.007,1.0,2.0,B,0.36327165,0.63672835,3.7619157,0.009475858
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011by/KAST phase-band : -4.75B,0.32451922,0.0007333716,0.026,-1.6,-4.75,B,0.9995226,0.00047738338,3.7629862,0.009478555
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/2015ac/AFOSC phase-band : u-,1.3274732,0.33710948,0.025,2.0,u,-,0.4636168,0.5363832,3.7663143,0.009486938
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/2005bl/CAFOS phase-band : -5.91B,0.3404444,0.46304667,0.026,-0.8,-5.91,B,0.5690846,0.43091542,3.7663717,0.009487082
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011by/KAST phase-band : -2.77B,0.26997507,0.012937686,0.026,-2.0,-2.77,B,0.9929142,0.007085779,3.767266,0.009489335
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2013ej/BC-Asi phase-band : -3.61B,0.6237883,0.042627838,0.012,-1.4,-3.61,B,0.97518986,0.024810113,3.740477,0.009493597
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011fe/STIS phase-band : -13.69B,0.016435351,0.45744473,0.029,-2.0,-13.69,B,0.67124325,0.32875678,3.7759376,0.009511177
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,IIn/2000eo/Other phase-band : 4.0B,0.6333143,0.3699124,0.12,0.0,4.0,B,0.6082638,0.3917362,3.668702,0.009529096
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2009ig/KAST phase-band : -7.78B,0.37151784,0.01595398,0.042,-1.0,-7.78,B,0.98622787,0.013772121,3.784488,0.009532715
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-I/PTF09cnd/LRIS phase-band : 302.0r,2.085625,0.0057420074,0.047,1.8,302.0,r,0.9888997,0.011100295,3.7849267,0.00953382
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011fe/STIS phase-band : -0.47B,0.022625722,0.25450924,0.023,-1.0,-0.47,B,0.7600326,0.23996744,3.7864113,0.00953756
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,super_chandra/2009dc/ALFOSC phase-band : 10.0B,0.28551772,0.35085616,0.013,-2.0,10.0,B,0.7756168,0.22438318,3.7879522,0.009541441
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ibn/2010al/DBSP phase-band : -8.18B,0.09947283,0.5785519,0.121,-2.0,-8.18,B,0.5071714,0.4928286,3.665462,0.009545473
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/PS15bgt/AFOSC phase-band : 13.0B,0.5294956,0.021298131,0.009,-1.8,13.0,B,0.9893038,0.010696184,3.7923656,0.009552558
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-I/PTF10aagc/LRIS phase-band : u-,1.2611524,0.022497568,0.037,0.6,u,-,0.97016495,0.029835075,3.7943773,0.009557625
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2012cg/KAST phase-band : 9.55B,0.081158385,0.6315714,0.023,-2.0,9.55,B,0.45307317,0.54692686,3.7953823,0.009560157
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,0.44470373,0.019472774,0.017,-2.0,u,-,0.99019116,0.009808812,3.796582,0.009563179
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/2015ac/KAST phase-band : u-,0.061174177,0.6781881,0.019,-1.8,u,-,0.36244145,0.6375586,3.7990222,0.0095693255
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/iPTF14atg/DIS phase-band : -11.84B,1.6932452,0.07441,0.03,1.8,-11.84,B,0.83862245,0.16137752,3.799242,0.009569879
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/2011fu/AFOSC phase-band : -9.0B,0.04099994,0.7964013,0.07,-2.0,-9.0,B,0.17172925,0.82827073,3.694833,0.009572106
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SN - Imposter/2020agp/EFOSC2-NTT phase-band : u-,0.23069341,0.7115674,0.13,1.6,u,-,0.09013944,0.90986055,3.6956933,0.009574335
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/2019qiz/BINOSPEC phase-band : 23.0g,1.0987632,0.4403154,0.091,2.0,23.0,g,0.33582762,0.66417235,3.6968246,0.009577265
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-CSM/PTF11kx/KAST phase-band : 11.0B,0.1488447,0.6837918,0.014,-0.4,11.0,B,0.23766495,0.76233506,3.8027742,0.009578777
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ib/2005bf/WFCCD phase-band : -23.0B,0.15658617,0.71459377,0.101,0.4,-23.0,B,0.13615206,0.863848,3.7007356,0.009587398
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2008aw/KAST phase-band : 22.0B,0.6216699,0.47466534,0.013,1.4,22.0,B,0.32123226,0.67876774,3.8090582,0.009594605
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.49939477,0.3263513,0.039,0.2,8.0,B,0.59223276,0.40776727,3.8121035,0.009602276
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/iPTF14atg/ALFOSC phase-band : -14.12B,0.7229332,0.055525042,0.021,-0.6,-14.12,B,0.9505443,0.049455695,3.8132992,0.009605288
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 99aa-like/1999aa/KAST phase-band : 0.0B,0.32289463,0.21689044,0.025,-0.4,0.0,B,0.75568676,0.24431327,3.8133965,0.0096055325
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011fe/STIS phase-band : 2.81B,0.020324128,0.30277136,0.021,-0.2,2.81,B,0.63890284,0.3610972,3.8159394,0.009611938
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-I/SN2007bi/AFOSC phase-band : 67.0V,0.19628686,0.6508946,0.014,0.6,67.0,V,0.20272358,0.79727644,3.8173947,0.009615604
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/PTF10ops/DBSP phase-band : -7.0g,1.6280901,0.16863997,0.028,2.0,-7.0,g,0.66641504,0.33358496,3.8223958,0.009628201
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ibn/2011hw/AFOSC phase-band : -18.68B,1.2620771,0.09932048,0.037,0.8,-18.68,B,0.867694,0.13230596,3.8231359,0.009630065
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2003ed/KAST phase-band : u-,0.05484014,0.82494444,0.101,2.0,u,-,0.013259263,0.9867407,3.7173622,0.009630472
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 10.22B,0.57178706,0.42460012,0.02,1.0,10.22,B,0.4036906,0.5963094,3.8242779,0.009632941
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic-pec/2005ek/KAST phase-band : -0.53B,0.5527264,0.3338677,0.015,0.2,-0.53,B,0.59451973,0.40548027,3.8243492,0.009633122
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.08911342,0.69083333,0.08,-2.0,37.34,B,0.3808888,0.6191112,3.7200038,0.009637316
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/2008ax/KAST phase-band : 3.77B,0.29592526,0.6631012,0.014,1.2,3.77,B,0.16022792,0.83977205,3.8264291,0.009638361
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011by/KAST phase-band : 5.25B,0.31575835,0.24445145,0.023,-0.4,5.25,B,0.7261263,0.27387372,3.8264763,0.00963848
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/iPTF14atg/FLOYDS-N phase-band : -9.81B,0.48333168,0.3432282,0.019,0.0,-9.81,B,0.5981046,0.40189537,3.8298705,0.009647029
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,S0,SLSN-I/PTF10aagc/RC-Spec phase-band : u-,0.858087,0.04397805,0.15,-1.2,u,-,0.9794446,0.020555394,3.7446227,0.00965109
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2007sr/WFCCD phase-band : 113.0B,0.0005301681,0.8495763,0.094,-0.4,113.0,B,0.0010485861,0.99895144,3.7274039,0.009656487
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,II/2008aw/Other phase-band : 1.0B,0.9117524,0.01813405,0.098,-0.6,1.0,B,0.9859146,0.014085422,3.8052056,0.009657882
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2009Y/WFCCD phase-band : 12.36B,0.013628926,0.82085294,0.101,-2.0,12.36,B,0.07628957,0.9237104,3.7287166,0.009659887
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/1999em/LRIS phase-band : 35.0B,0.025431287,0.85476816,0.022,2.0,35.0,B,0.005925691,0.9940743,3.758798,0.009662719
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2017erp/KAST phase-band : -10.69B,0.09574787,0.5836957,0.035,-2.0,-10.69,B,0.5271073,0.47289267,3.8364859,0.009663693
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ib/2005bf/WFCCD phase-band : -31.0B,0.024662266,0.81435436,0.101,-1.0,-31.0,B,0.060333118,0.93966687,3.7309635,0.009665708
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/iPTF15crj/FLOYDS-N phase-band : u-,0.66354096,0.58307356,0.028,2.0,u,-,0.18007849,0.8199215,3.8376408,0.009666601
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ib/2005bf/WFCCD phase-band : -19.0B,0.0012183237,0.84819674,0.102,1.2,-19.0,B,0.0005687353,0.99943125,3.735472,0.009677389
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic-BL/2002ap/FAST phase-band : 14.09B,1.5199237e-05,0.8479355,0.107,2.0,14.09,B,3.121813e-06,0.9999969,3.7362988,0.009679531
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/1999by/FAST phase-band : 9.14B,0.00078729866,0.8478594,0.106,1.2,9.14,B,0.00033072577,0.99966925,3.736331,0.009679614
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/1999by/FAST phase-band : 43.17B,0.005354668,0.8461343,0.106,1.6,43.17,B,0.0016691494,0.99833083,3.737254,0.009682005
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/2016fnl/LRIS phase-band : 30.4g,1.3532135,0.0353219,0.02,1.2,30.4,g,0.93590385,0.064096145,3.8448179,0.00968468
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-pec/2000cx/KAST phase-band : 146.17B,0.027670009,0.7723096,0.0,-2.0,146.17,B,0.20209588,0.79790413,3.8456833,0.009686859
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011fe/KAST phase-band : -16.69B,0.13709174,0.5496736,0.04,-1.8,-16.69,B,0.5471344,0.45286563,3.8465757,0.009689108
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/1996cb/FAST phase-band : 118.24B,0.0013339634,0.8457863,0.112,-0.2,118.24,B,0.0014841664,0.99851584,3.740779,0.009691137
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/PTF10acdh/LRIS phase-band : u-,0.3958485,0.637308,0.01,1.6,u,-,0.16001192,0.83998805,3.8483942,0.009693688
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/1999br/BC-duPont phase-band : 5.0B,0.018540261,0.83613867,0.112,1.4,5.0,B,0.0071728313,0.9928272,3.7418716,0.009693968
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIn/1999el/Other phase-band : 0.32B,0.0038247795,0.84365255,0.109,-1.2,0.32,B,0.009587297,0.9904127,3.7428246,0.009696437
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/1996cb/FAST phase-band : -15.51B,0.0044884006,0.8444728,0.113,1.0,-15.51,B,0.0020926371,0.99790734,3.7429633,0.009696796
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIn/1999el/Other phase-band : 34.32B,0.011778592,0.84287494,0.111,1.6,34.32,B,0.003296004,0.996704,3.7431967,0.009697401
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/1996cb/MMT-Blue phase-band : 95.18B,0.50802577,0.6429951,0.041,1.6,95.18,B,0.15618455,0.84381545,3.851613,0.009701796
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/iPTF16axa/LRIS phase-band : 38.39B,1.2505132,0.3816526,0.018,2.0,38.39,B,0.36912486,0.6308751,3.85193,0.009702594
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2012ht/KAST phase-band : 106.14B,0.0040260847,0.8400563,0.114,-0.2,106.14,B,0.0077545005,0.9922455,3.7452416,0.009702698
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIn/2000eo/Other phase-band : 21.0B,0.0016553499,0.84526247,0.115,0.2,21.0,B,0.001368883,0.9986311,3.745366,0.0097030215
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/PS15bgt/KAST phase-band : 23.43B,0.38536152,0.6920426,0.015,2.0,23.43,B,0.10346708,0.8965329,3.8529563,0.009705179
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ib/2009iz/LRIS phase-band : -4.29B,0.11463345,0.6816346,0.013,-1.0,-4.29,B,0.29059666,0.70940334,3.8533776,0.009706241
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2012ht/KAST phase-band : 2.3B,0.41253102,0.43847206,0.025,2.0,2.3,B,0.2946994,0.7053006,3.8549325,0.009710157
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-IIb/2019hge/DBSP phase-band : -29.81g,1.3677392,0.01765014,0.017,1.2,-29.81,g,0.96678525,0.03321472,3.85551,0.009711612
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/1996cb/FAST phase-band : 0.42B,0.017477304,0.8326351,0.112,-0.6,0.42,B,0.026902433,0.97309756,3.7496228,0.009714048
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ib/2006ep/KAST phase-band : -5.63B,0.23488572,0.58892083,0.013,-0.4,-5.63,B,0.35649392,0.6435061,3.8586376,0.00971949
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,SLSN-IIn/PTF10scc/LRIS phase-band : 44.0R,2.2339187,0.05876037,0.067,2.0,44.0,R,0.890364,0.109635994,3.8307216,0.0097226435
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ca-Ib/2010et/LRIS phase-band : 4.15g,0.27804968,0.6831762,0.015,1.0,4.15,g,0.1534908,0.8465092,3.862144,0.009728323
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011by/LRIS phase-band : 207.61B,0.019553868,0.80298555,0.0,-1.6,207.61,B,0.1266741,0.8733259,3.862309,0.009728738
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2003ed/Other phase-band : u-,0.012759647,0.83001584,0.11,-2.0,u,-,0.057906654,0.9420934,3.7561038,0.009730839
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91T-like/2013U/AFOSC phase-band : u-,1.3287262,0.29880393,0.031,2.0,u,-,0.51687646,0.48312354,3.8631778,0.009730926
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2013dy/LRIS phase-band : 129.0B,0.040285774,0.77602184,0.0,-1.2,129.0,B,0.15761079,0.8423892,3.8663743,0.009738978
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2012cg/KAST phase-band : -13.49B,0.15911773,0.4742588,0.041,-1.8,-13.49,B,0.63564485,0.36435515,3.8665376,0.009739389
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2013ej/KAST phase-band : 8.9B,0.1790674,0.6741976,0.013,0.0,8.9,B,0.22236128,0.77763873,3.867791,0.009742547
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91T-like/2018hfr/KAST phase-band : u-,0.23574825,0.69490165,0.007,1.2,u,-,0.13374265,0.86625737,3.869022,0.009745647
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ibn/PTF11rfh/DBSP phase-band : 5.11r,0.58463925,0.5066578,0.043,1.0,5.11,r,0.32876173,0.6712383,3.869512,0.009746881
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-I/2018bsz/X-Shooter phase-band : 77.0r,0.057960335,0.57906276,0.014,0.2,77.0,r,0.31256628,0.6874337,3.871801,0.009752647
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/2008ax/AFOSC phase-band : -10.23B,0.2880014,0.70575166,0.014,1.4,-10.23,B,0.11590056,0.8840994,3.8750274,0.009760775
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,SLSN-II/2008es/KAST phase-band : 54.0B,0.40411204,0.5609219,0.014,0.2,54.0,B,0.34713677,0.65286326,3.8770099,0.0097657675
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2015N/KAST phase-band : 5.39B,0.067193404,0.7865154,0.017,0.0,5.39,B,0.09372088,0.90627915,3.878154,0.00976865
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ca-Ib/2016hgs/DBSP phase-band : 6.0g,0.23025906,0.69453806,0.015,0.8,6.0,g,0.15319489,0.8468051,3.8789282,0.0097706
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/2018dyb/EFOSC2-NTT phase-band : -6.89B,0.46127355,0.3794631,0.016,-0.2,-6.89,B,0.58105546,0.41894454,3.8799334,0.009773131
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 99aa-like/1999aa/KAST phase-band : 17.0B,0.038893826,0.73232055,0.0,-2.0,17.0,B,0.29232278,0.70767725,3.8809087,0.009775588
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2009Y/Other phase-band : -5.64B,0.012672093,0.81893325,0.127,-1.6,-5.64,B,0.056664784,0.94333524,3.7742026,0.009777727
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/2011fu/CAFOS phase-band : -5.1B,0.26263177,0.6525573,0.014,0.6,-5.1,B,0.20564051,0.7943595,3.8821654,0.009778754
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,0.3593604,0.012292234,0.041,-2.0,-10.0,B,0.99294066,0.007059308,3.8827295,0.009780175
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ibn/2011hw/DOLORES phase-band : 39.58B,0.16985422,0.782985,0.015,1.8,39.58,B,0.049262635,0.95073736,3.8836124,0.009782399
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic/2014L/YFOSC phase-band : 0.0B,0.28742218,0.75250304,0.016,2.0,0.0,B,0.068200424,0.9317996,3.884662,0.009785043
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2012ht/KAST phase-band : 119.12B,0.028300457,0.7904001,0.0,-1.8,119.12,B,0.16466363,0.8353364,3.884916,0.009785683
